"","Title","Artist","Year","Museum","Id"
"84630","Hot Boys","Jane Kaplowitz",2000,"Moma",21482
"84631","Rascal","Jane Kaplowitz",2003,"Moma",21483
"84632","Untitled","Anish Kapoor",1979,"Moma",21484
"84633","Untitled","Anish Kapoor",1984,"Moma",21485
"84634","Untitled","Anish Kapoor",1985,"Moma",21486
"84635","Untitled","Anish Kapoor",1986,"Moma",21487
"84636","Untitled","Anish Kapoor",1987,"Moma",21488
"84637","Untitled","Anish Kapoor",1987,"Moma",21489
"84638","Untitled","Anish Kapoor",2000,"Moma",21490
"84639","Untitled","Anish Kapoor",2001,"Moma",21491
"84640","Untitled","Anish Kapoor",2001,"Moma",21492
"84641","Untitled","Anish Kapoor",2001,"Moma",21493
"84642","Untitled","Anish Kapoor",2003,"Moma",21494
"84643","Untitled","Anish Kapoor",2003,"Moma",21495
"84644","Back (Sunday Afternoon)","Johannes Kahrs",2004,"Moma",21496
"84645","a: Surrounded by apologetic trees, b: Everybody was famous","Kerstin Kartscher",2002,"Moma",21497
"84646","A Plan to Escape From the World's Reversals","Kerstin Kartscher",2004,"Moma",21498
"84647","Meereslandschaft","Axel Kasseböhmer",1999,"Moma",21499
"84648","Meereslandschaft","Axel Kasseböhmer",1999,"Moma",21500
"84649","Ena","Alex Katz",2003,"Moma",21501
"84650","Bobby #2","Kurt Kauper",2003,"Moma",21502
"84651","Bobby #3","Kurt Kauper",2003,"Moma",21503
"84652","Study for Cary Grant #3","Kurt Kauper",2003,"Moma",21504
"84653","I Am Still Alive","On Kawara",1973,"Moma",21505
"84654","Garbage Drawing #14","Mike Kelley",1988,"Moma",21506
"84655","Creationism","Mike Kelley",1981,"Moma",21507
"84656","Heart with Fancy Hat","Mike Kelley",1989,"Moma",21508
"84657","Study for Painting in Eighteen Panels","Ellsworth Kelly",1978,"Moma",21509
"84658","Lines (4/4) Radius: 164""","Ellsworth Kelly",1982,"Moma",21510
"84659","Lines (3/4) Radius: 164""","Ellsworth Kelly",1982,"Moma",21511
"84660","Lines (1/4) Radius: 228""","Ellsworth Kelly",1982,"Moma",21512
"84661","Lines (2/4) Radius: 299""","Ellsworth Kelly",1982,"Moma",21513
"84662","Untitled","Ellsworth Kelly",1964,"Moma",21514
"84663","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21515
"84664","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21516
"84665","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21517
"84666","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21518
"84667","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21519
"84668","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21520
"84669","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21521
"84670","Drawing from Zeno Writing","William Kentridge",2002,"Moma",21522
"84671","Trieste Ledger Series","William Kentridge",2002,"Moma",21523
"84672","Trieste Ledger Series","William Kentridge",2002,"Moma",21524
"84673","Trieste Ledger Series","William Kentridge",2002,"Moma",21525
"84674","Trieste Ledger Series","William Kentridge",2002,"Moma",21526
"84675","Trieste Ledger Series","William Kentridge",2002,"Moma",21527
"84676","Trieste Ledger Series","William Kentridge",2002,"Moma",21528
"84677","Antenna #50","Martin Kersels",2001,"Moma",21529
"84678","English Rose","Martin Kersels",2001,"Moma",21530
"84679","Forcalquier A1","Raoul De Keyser",1993,"Moma",21531
"84680","Untitled","Toba Khedoori",1997,"Moma",21532
"84681","Des Malers Atelier","Anselm Kiefer",1980,"Moma",21533
"84682","Steigend, Sinke Nieder","Anselm Kiefer",2003,"Moma",21534
"84683","For $131","Edward Kienholz",1969,"Moma",21535
"84684","For $132","Edward Kienholz",1969,"Moma",21536
"84685","Untitled (27.4.03)","Thomas Kiesewetter",2003,"Moma",21537
"84686","Untitled (27.4.03)","Thomas Kiesewetter",2003,"Moma",21538
"84687","Whispering Lely Painting","Karen Kilimnik",1988,"Moma",21539
"84688","Jeder Mensch hat Anspruch auf Erholung","Martin Kippenberger",1985,"Moma",21540
"84689","Untitled","Martin Kippenberger",1985,"Moma",21541
"84690","Untitled (Mondrian)","Martin Kippenberger",1989,"Moma",21542
"84691","Untitled (Goldener Adler)","Martin Kippenberger",1990,"Moma",21543
"84692","Untitled (Takanawa Prince Hotel)","Martin Kippenberger",1990,"Moma",21544
"84693","Untitled (al vostro servizio)","Martin Kippenberger",1991,"Moma",21545
"84694","Untitled (Peter Blake)","Martin Kippenberger",1991,"Moma",21546
"84695","Untitled (Jim Dine)","Martin Kippenberger",1991,"Moma",21547
"84696","Untitled (Gedichte)","Martin Kippenberger",1991,"Moma",21548
"84697","Untitled (Jasper Johns)","Martin Kippenberger",1991,"Moma",21549
"84698","Untitled (Richard Lindner)","Martin Kippenberger",1991,"Moma",21550
"84699","Untitled (Robert Rauschenberg)","Martin Kippenberger",1991,"Moma",21551
"84700","Untitled (Robert Indiana)","Martin Kippenberger",1991,"Moma",21552
"84701","Untitled (Kippenberger)","Martin Kippenberger",1991,"Moma",21553
"84702","Untitled (Hotel Hessischer Hof)","Martin Kippenberger",1992,"Moma",21554
"84703","Untitled (Drury Inn)","Martin Kippenberger",1994,"Moma",21555
"84704","Untitled (Relais Christine)","Martin Kippenberger",1994,"Moma",21556
"84705","Untitled (EOS)","Martin Kippenberger",1995,"Moma",21557
"84706","Untitled (Majestic)","Martin Kippenberger",1996,"Moma",21558
"84707","Untitled","Per Kirkeby",1965,"Moma",21559
"84708","Untitled","Per Kirkeby",1965,"Moma",21560
"84709","Untitled","Per Kirkeby",1965,"Moma",21561
"84710","Untitled","Per Kirkeby",1965,"Moma",21562
"84711","Untitled","Per Kirkeby",1965,"Moma",21563
"84712","Untitled","Per Kirkeby",1965,"Moma",21564
"84713","Untitled (Männerkopf)","Per Kirkeby",1966,"Moma",21565
"84714","Bygning","Per Kirkeby",1978,"Moma",21566
"84715","Untitled","Per Kirkeby",1978,"Moma",21567
"84716","Untitled","Per Kirkeby",1978,"Moma",21568
"84717","Untitled","Per Kirkeby",1978,"Moma",21569
"84718","Untitled","Per Kirkeby",1978,"Moma",21570
"84719","Untitled","Per Kirkeby",1977,"Moma",21571
"84720","Untitled","Per Kirkeby",1978,"Moma",21572
"84721","Untitled","Per Kirkeby",1978,"Moma",21573
"84722","Untitled","Per Kirkeby",1978,"Moma",21574
"84723","Untitled","Per Kirkeby",1978,"Moma",21575
"84724","Untitled","Per Kirkeby",1978,"Moma",21576
"84725","Untitled","Per Kirkeby",1978,"Moma",21577
"84726","Untitled","Per Kirkeby",1978,"Moma",21578
"84727","Untitled","Per Kirkeby",1978,"Moma",21579
"84728","Untitled","Per Kirkeby",1978,"Moma",21580
"84729","Untitled","Per Kirkeby",1978,"Moma",21581
"84730","Untitled","Per Kirkeby",1978,"Moma",21582
"84731","Untitled (landscape)","Per Kirkeby",1978,"Moma",21583
"84732","Bucket Rider","R. B. Kitaj",2002,"Moma",21584
"84733","Six Minute Sex Toy","John Kleckner",2003,"Moma",21585
"84734","Goat","Tom Knechtel",2002,"Moma",21586
"84735","Lion and Head","Tom Knechtel",2004,"Moma",21587
"84736","Messerschnitte","Imi Knoebel",1977,"Moma",21588
"84737","Messerschnitte","Imi Knoebel",1977,"Moma",21589
"84738","Où est Marcel","Philip Knoll",2002,"Moma",21590
"84739","Pseudo Science","Philip Knoll",2002,"Moma",21591
"84740","The Shot Heard 'Round the World","Philip Knoll",2003,"Moma",21592
"84741","Untitled (Christopher Knowles, Puevfgbcure Xabjyrf)","Christopher Knowles",1980,"Moma",21593
"84742","Untitled (Davis Park, Fire Island, Skylight)","Christopher Knowles",1983,"Moma",21594
"84743","Untitled ('c' Grids)","Christopher Knowles",1988,"Moma",21595
"84744","Untitled (Green Window)","Christopher Knowles",1988,"Moma",21596
"84745","Untitled (My Name Is Christopher Knowles)","Christopher Knowles",1980,"Moma",21597
"84746","Untitled (Top 500 of All Songs)","Christopher Knowles",1980,"Moma",21598
"84747","Untitled (Top 50 of 1967, Top 50 of 1968, Top 50 of 1969, Top 50 of 1970)","Christopher Knowles",1970,"Moma",21599
"84748","Untitled (Like a Rolling Stone)","Christopher Knowles",1981,"Moma",21600
"84749","Untitled (Sunshine Superman)","Christopher Knowles",1981,"Moma",21601
"84750","Untitled","Takehito Koganezawa",1999,"Moma",21602
"84751","Untitled","Takehito Koganezawa",1999,"Moma",21603
"84752","Untitled","Takehito Koganezawa",1999,"Moma",21604
"84753","Two over Halley's Comet","Terence Koh",2003,"Moma",21605
"84754","Untitled (Houses on Hillside)","David Korty",2003,"Moma",21606
"84755","Untitled (Long Bridge)","David Korty",2003,"Moma",21607
"84756","Untitled (People in Trees)","David Korty",2003,"Moma",21608
"84757","Untitled (Power Line and Palm Trees)","David Korty",2003,"Moma",21609
"84758","Untitled","Jannis Kounellis",1962,"Moma",21610
"84759","Untitled","Jannis Kounellis",1977,"Moma",21611
"84760","Untitled","Jannis Kounellis",1978,"Moma",21612
"84761","Untitled","Jannis Kounellis",1980,"Moma",21613
"84762","Leise","Uwe Kowski",2002,"Moma",21614
"84763","Zeit","Uwe Kowski",2002,"Moma",21615
"84764","Untitled (I)","Michael Krebber",1992,"Moma",21616
"84765","Untitled","Michael Krebber",1992,"Moma",21617
"84766","Untitled (III)","Michael Krebber",1992,"Moma",21618
"84767","Blue Bayreuth Festspielhaus","Guillermo Kuitca",2002,"Moma",21619
"84768","Lincoln Center","Guillermo Kuitca",2002,"Moma",21620
"84769","The Ring","Guillermo Kuitca",2002,"Moma",21621
"84770","Wien-Bratislava","Guillermo Kuitca",2002,"Moma",21622
"84771","Untitled","Friedrich Kunath",2001,"Moma",21623
"84772","Are we losing touch?","Friedrich Kunath",2003,"Moma",21624
"84773","Untitled","Friedrich Kunath",2003,"Moma",21625
"84774","Untitled","Friedrich Kunath",2003,"Moma",21626
"84775","Untitled","Friedrich Kunath",2003,"Moma",21627
"84776","Accumulation","Yayoi Kusama",1952,"Moma",21628
"84777","Airmail No. 2 Accumulation","Yayoi Kusama",1963,"Moma",21629
"84778","The Atlantic Ocean","Yayoi Kusama",1978,"Moma",21630
"84779","Untitled","Yayoi Kusama",1978,"Moma",21631
"84780","Untitled","Wolfgang Laib",2002,"Moma",21632
"84781","Untitled","Wolfgang Laib",1996,"Moma",21633
"84782","Revolver","Jim Lambie",2003,"Moma",21634
"84783","Screamadelica","Jim Lambie",2004,"Moma",21635
"84784","Going Home!","Peter Land",2001,"Moma",21636
"84785","Claudication","Michael Landy",2004,"Moma",21637
"84786","Dolphin in Wave","Katerina Lanfranco",2003,"Moma",21638
"84787","Lion Sunset","Katerina Lanfranco",2004,"Moma",21639
"84788","Lobster in Tall Grass","Katerina Lanfranco",2003,"Moma",21640
"84789","Longtime Beauty","Katerina Lanfranco",2003,"Moma",21641
"84790","Monkey in Ferns","Katerina Lanfranco",2003,"Moma",21642
"84791","Untitled","Katerina Lanfranco",2004,"Moma",21643
"84792","Jesus Thoughts 2","Wes Lang",2000,"Moma",21644
"84793","Ugly","Wes Lang",2000,"Moma",21645
"84794","Gratitude","Wes Lang",2001,"Moma",21646
"84795","Madison Ave.","Wes Lang",2001,"Moma",21647
"84796","Record","Wes Lang",2001,"Moma",21648
"84797","Untitled (Do You Believe in Jesus?)","Wes Lang",2001,"Moma",21649
"84798","Untitled (You Really Are a Son of a Bitch!)","Wes Lang",2002,"Moma",21650
"84799","Detail","Wes Lang",2000,"Moma",21651
"84800","Untitled","Liz Larner",2003,"Moma",21652
"84801","Untitled (D-95)","Jonathan Lasker",2002,"Moma",21653
"84802","Untitled (D-96)","Jonathan Lasker",2002,"Moma",21654
"84803","Untitled (D-124)","Jonathan Lasker",2003,"Moma",21655
"84804","Untitled (Soldiers at Rest)","Dinh Q. Lê",2003,"Moma",21656
"84805","Blackfelt, Black and Red Iron Oxide and Glass Sheets Dropped","Barry Le Va",1967,"Moma",21657
"84806","Criss-Cross Corner Shot - Plan View","Barry Le Va",1970,"Moma",21658
"84807","Diagram for Two Separate Installlations Combined into One Installation in 2 Perspectives","Barry Le Va",1982,"Moma",21659
"84808","Untitled","Barry Le Va",1985,"Moma",21660
"84809","Study for Sculpture Occupying 2' Area : ""Institutional Template,"" Readings from above (Internal Observation from 1. Conference to 2. Lab)","Barry Le Va",1991,"Moma",21661
"84810","Munich/Africa (Studies for Sculpture)","Barry Le Va",1993,"Moma",21662
"84811","Bunker Coagulation #25","Barry Le Va",1996,"Moma",21663
"84812","Study for double-tiered sculpture","Barry Le Va",2000,"Moma",21664
"84813","Electric Chair (Interior)","William Leavitt",1983,"Moma",21665
"84814","Diamond Canopies","William Leavitt",1987,"Moma",21666
"84815","Paolina 1","Marie Luise Lebschik",2000,"Moma",21667
"84816","Mädchen mit entblöster Brust","Marie Luise Lebschik",2001,"Moma",21668
"84817","Anoda Sistem","Ghariokwu Lemi",2002,"Moma",21669
"84818","Fashion Collage: 10","Sherrie Levine",1979,"Moma",21670
"84819","Fashion Collage: 11","Sherrie Levine",1979,"Moma",21671
"84820","Fashion Collage: 12","Sherrie Levine",1979,"Moma",21672
"84821","Fashion Collage: 7","Sherrie Levine",1979,"Moma",21673
"84822","Fashion Collage: 8","Sherrie Levine",1979,"Moma",21674
"84823","Fashion Collage: 9","Sherrie Levine",1979,"Moma",21675
"84824","President Collage: 1","Sherrie Levine",1979,"Moma",21676
"84825","After Arthur Dove","Sherrie Levine",1984,"Moma",21677
"84826","After El Lissitzky","Sherrie Levine",1984,"Moma",21678
"84827","After Giorgio Morandi","Sherrie Levine",1985,"Moma",21679
"84828","After Henri Michaux: 1-10","Sherrie Levine",1985,"Moma",21680
"84829","Nature Morte: 1-6","Sherrie Levine",2003,"Moma",21681
"84830","22.IX.03","Tom Levine",2003,"Moma",21682
"84831","20.VIII.03","Tom Levine",2003,"Moma",21683
"84832","12.XII.03","Tom Levine",2003,"Moma",21684
"84833","Untitled","Sol LeWitt",1974,"Moma",21685
"84834","Untitled","Sol LeWitt",1971,"Moma",21686
"84835","Yellow Lines from the Center","Sol LeWitt",1972,"Moma",21687
"84836","A Triangle of O'Hare Airport without Trapezoid","Sol LeWitt",1979,"Moma",21688
"84837","Untitled","Sol LeWitt",1979,"Moma",21689
"84838","Irregular Form","Sol LeWitt",1998,"Moma",21690
"84839","Irregular Curves","Sol LeWitt",2000,"Moma",21691
"84840","A Photograph of Mid-Manhattan with the Area between The Plaza, Ansonia, Biltmore and Carlyle Hotels Removed (R 770)","Sol LeWitt",1978,"Moma",21692
"84841","Study for Modern Painting with Ionic Column","Roy Lichtenstein",1967,"Moma",21693
"84842","Untitled (Table with Two Vases of Flowers)","Roy Lichtenstein",1997,"Moma",21694
"84843","Study for 'White' series","Glenn Ligon",1996,"Moma",21695
"84844","Untitled (Stranger in the Village/Hands #1)","Glenn Ligon",2000,"Moma",21696
"84845","Boy on Tire, Letter C, Zululand, Letter M #4","Glenn Ligon",2001,"Moma",21697
"84846","Transference of Water","Paul Etienne Lincoln",1989,"Moma",21698
"84847","In cloaks of snow hares, snow white and beaks of amethyst they inhabit the plane of shimmering sand","Paul Etienne Lincoln",1998,"Moma",21699
"84848","Membranous Labyrinth Gland Study II, III, IV","Paul Etienne Lincoln",1999,"Moma",21700
"84849","Untitled","Graham Little",2002,"Moma",21701
"84850","Double","Charlene Liu",2003,"Moma",21702
"84851","Day 23, Journey from the West","Charlene Liu",2003,"Moma",21703
"84852","Untitled","Markus Lüpertz",1964,"Moma",21704
"84853","Untitled from the Dithyrambe Series","Markus Lüpertz",1964,"Moma",21705
"84854","Untitled from the Dithyrambe Series","Markus Lüpertz",1964,"Moma",21706
"84855","Untitled from the Dithyrambe Series","Markus Lüpertz",1964,"Moma",21707
"84856","Untitled from the Dithyrambe series","Markus Lüpertz",1964,"Moma",21708
"84857","Untitled from the Dithyrambe series","Markus Lüpertz",1964,"Moma",21709
"84858","Untitled from the Dithyrambe Series, Untitled (Dithyramb)","Markus Lüpertz",1964,"Moma",21710
"84859","Untitled from the Dithyrambe Series","Markus Lüpertz",1964,"Moma",21711
"84860","Untitled (Männer ohne Frauen - Parsifal)","Markus Lüpertz",1993,"Moma",21712
"84861","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21713
"84862","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21714
"84863","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21715
"84864","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21716
"84865","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21717
"84866","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21718
"84867","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21719
"84868","Untitled (Landschaft, abstrakt)","Markus Lüpertz",1997,"Moma",21720
"84869","Untitled (Männer ohne Frauen - Parsifal)","Markus Lüpertz",1997,"Moma",21721
"84870","Untitled (Männer ohne Frauen - Parsifal)","Markus Lüpertz",1997,"Moma",21722
"84871","Untitled (Männer ohne Frauen - Parsifal)","Markus Lüpertz",1997,"Moma",21723
"84872","Astra - Bmarc - Unwin, London c. 1983-90, 'dealers in military pyrotechnics'","Mark Lombardi",2000,"Moma",21724
"84873","Trafalgar House Comentation - Armscor and the Malaysia Dam Project c. 1980-95 London - Johannesburg - Kuala Lumpur","Mark Lombardi",2000,"Moma",21725
"84874","World Finance Corporation, Miami c. 1970-79 (4th Version)","Mark Lombardi",1997,"Moma",21726
"84875","Butchers, ESM","Mark Lombardi",1994,"Moma",21727
"84876","First United, CB Fin","Mark Lombardi",1994,"Moma",21728
"84877","Flushing Fed, San Marino-FCA-American S&L-Bass Group","Mark Lombardi",1994,"Moma",21729
"84878","Freeport","Mark Lombardi",1994,"Moma",21730
"84879","Hernandez Cartaya","Mark Lombardi",1994,"Moma",21731
"84880","IOS to mid 1970","Mark Lombardi",1994,"Moma",21732
"84881","Lincoln, Silverado","Mark Lombardi",1994,"Moma",21733
"84882","Lockheed","Mark Lombardi",1994,"Moma",21734
"84883","Phil Schwab, CB Financial and Eureka Federal Savings c. 1981-6","Mark Lombardi",1997,"Moma",21735
"84884","Untitled","Mark Lombardi",1994,"Moma",21736
"84885","Untitled","Mark Lombardi",1994,"Moma",21737
"84886","Untitled","Mark Lombardi",1994,"Moma",21738
"84887","Untitled","Mark Lombardi",1996,"Moma",21739
"84888","Gerry Bull, Space Research Corporation and Armscor of Pretoria, South Africa, c. 1972-80 (5th Version)","Mark Lombardi",1999,"Moma",21740
"84889","Industries Carlos Cardoen of Santiago, Chile c. 1982-90 (2nd Version)","Mark Lombardi",2000,"Moma",21741
"84890","Russian Bomb/Semipalatinsk","Robert Longo",2003,"Moma",21742
"84891","Untitled","Andrew Lord",2000,"Moma",21743
"84892","Untitled","Andrew Lord",2000,"Moma",21744
"84893","Untitled (History of the SUV-No Blond Jokes)","Nate Lowman",2003,"Moma",21745
"84894","No title","Lee Lozano",1963,"Moma",21746
"84895","Untitled (Tool)","Lee Lozano",1964,"Moma",21747
"84896","Untitled (Tool)","Lee Lozano",1963,"Moma",21748
"84897","Untitled (Tool)","Lee Lozano",1964,"Moma",21749
"84898","No title","Lee Lozano",1968,"Moma",21750
"84899","No title","Lee Lozano",1968,"Moma",21751
"84900","Clarification Piece","Lee Lozano",1969,"Moma",21752
"84901","Dialogue Piece (Started April 21, 1969)","Lee Lozano",1969,"Moma",21753
"84902","Five Lists","Sarah Lucas",1991,"Moma",21754
"84903","Charlie (I Am Sorry)","Sarah Lucas",2002,"Moma",21755
"84904","It's Not the End of the World (Remember Me)","Sarah Lucas",2003,"Moma",21756
"84905","Half'ed for Sifting","Cotter Luppi",2002,"Moma",21757
"84906","Penis Family Vacation","John Lurie",2003,"Moma",21758
"84907","When Alice Got Off of Her Cell Phone and Came in From the Pool the Bunny Was Going to Give Her a Spanking","John Lurie",2003,"Moma",21759
"84908","Cold Happy Bird","John Lurie",2004,"Moma",21760
"84909","Custer's Luck","John Lurie",2004,"Moma",21761
"84910","Nobody Came to the Circus","John Lurie",2004,"Moma",21762
"84911","Pre-Columbian & Post-Clintonian","Marco Maggi",2003,"Moma",21763
"84912","DDD drawing","Marco Maggi",2004,"Moma",21764
"84913","Troy","Marco Maggi",2004,"Moma",21765
"84914","Phiiliip Exploding (All Over)","Michael Magnan",2003,"Moma",21766
"84915","Tomorrows","Frank Magnotta",2003,"Moma",21767
"84916","Eden","Frank Magnotta",2004,"Moma",21768
"84917","Hymn","Frank Magnotta",2004,"Moma",21769
"84918","The Overlook","Frank Magnotta",2004,"Moma",21770
"84919","Valley Trails","Frank Magnotta",2004,"Moma",21771
"84920","Diving for Pearls","Ati Maier",2003,"Moma",21772
"84921","Hanging Rubberman #2","Monica Majoli",2003,"Moma",21773
"84922","Hanging Rubberman #3","Monica Majoli",2004,"Moma",21774
"84923","Konference","Ján Mančuška",2001,"Moma",21775
"84924","Untitled","Ján Mančuška",2003,"Moma",21776
"84925","Don't Waste Your Time","Ján Mančuška",2004,"Moma",21777
"84926","Four Distorted Rectangles with Line Division (Green, Blue, Sand, Ocher)","Robert Mangold",1979,"Moma",21778
"84927","Untitled","Robert Mangold",1992,"Moma",21779
"84928","6"" Series","Robert Mangold",1970,"Moma",21780
"84929","The Maple Tree 2/18/01","Sylvia Plimack Mangold",2001,"Moma",21781
"84930","Escort Export","Larry Mantello",1993,"Moma",21782
"84931","Suicide Notes","Brice Marden",1972,"Moma",21783
"84932","Suicide Notes","Brice Marden",1972,"Moma",21784
"84933","Untitled","Brice Marden",1969,"Moma",21785
"84934","Untitled","Brice Marden",1969,"Moma",21786
"84935","Greece Summer","Brice Marden",1974,"Moma",21787
"84936","Phuket","Brice Marden",1996,"Moma",21788
"84937","4 Howell Paper Drawings","Brice Marden",1996,"Moma",21789
"84938","Suicide Notes","Brice Marden",1972,"Moma",21790
"84939","Untitled","Marepe",2004,"Moma",21791
"84940","Untitled","Marepe",2004,"Moma",21792
"84941","Untitled","Marepe",2004,"Moma",21793
"84942","Study for Vignette","Kerry James Marshall",2004,"Moma",21794
"84943","Untitled","Agnes Martin",1978,"Moma",21795
"84944","Person Drawing","Knox Martin",1987,"Moma",21796
"84945","Still Life, Window","Knox Martin",1987,"Moma",21797
"84946","Prison Drawing (Gun) MDC4JF53814054 G18W5","Alfredo Martinez",2004,"Moma",21798
"84947","A Constructive Constructivism","Yuri Masnyj",2003,"Moma",21799
"84948","A Spring Picnic","Yuri Masnyj",2003,"Moma",21800
"84949","A Wonderful Sound","Yuri Masnyj",2003,"Moma",21801
"84950","A Wreck","Yuri Masnyj",2004,"Moma",21802
"84951","Insomnia Bouquet #4","Yuri Masnyj",2003,"Moma",21803
"84952","Screw You Peek-A-Boo","Yuri Masnyj",2003,"Moma",21804
"84953","The Firebird My Sweet","Yuri Masnyj",2003,"Moma",21805
"84954","Energy Tree","Gordon Matta-Clark",1972,"Moma",21806
"84955","!!?!!!","Nick Mauss",2003,"Moma",21807
"84956","Chrysalis","Nick Mauss",2003,"Moma",21808
"84957","Des Esseintes","Nick Mauss",2003,"Moma",21809
"84958","Naiad","Nick Mauss",2003,"Moma",21810
"84959","Over the Edge","Nick Mauss",2003,"Moma",21811
"84960","Untitled","Nick Mauss",2003,"Moma",21812
"84961","Pleasures & Regrets","Nick Mauss",2003,"Moma",21813
"84962","Potek","Nick Mauss",2003,"Moma",21814
"84963","Ruin","Nick Mauss",2003,"Moma",21815
"84964","Ruin","Nick Mauss",2003,"Moma",21816
"84965","Space History","Nick Mauss",2003,"Moma",21817
"84966","Study","Nick Mauss",2003,"Moma",21818
"84967","Study","Nick Mauss",2003,"Moma",21819
"84968","Untitled","Nick Mauss",2003,"Moma",21820
"84969","Thicket","Nick Mauss",2003,"Moma",21821
"84970","Undergrowth","Nick Mauss",2003,"Moma",21822
"84971","Untitled","Nick Mauss",2003,"Moma",21823
"84972","Untitled","Nick Mauss",2003,"Moma",21824
"84973","Untitled","Nick Mauss",2003,"Moma",21825
"84974","Untitled","Nick Mauss",2003,"Moma",21826
"84975","Untitled","Nick Mauss",2003,"Moma",21827
"84976","Untitled","Nick Mauss",2003,"Moma",21828
"84977","Untitled","Nick Mauss",2003,"Moma",21829
"84978","Untitled","Nick Mauss",2003,"Moma",21830
"84979","Untitled","Nick Mauss",2003,"Moma",21831
"84980","Untitled","Nick Mauss",2003,"Moma",21832
"84981","Untitled","Nick Mauss",2003,"Moma",21833
"84982","Untitled","Nick Mauss",2003,"Moma",21834
"84983","Untitled","Nick Mauss",2003,"Moma",21835
"84984","Untitled","Nick Mauss",2003,"Moma",21836
"84985","Wanderlust","Nick Mauss",2003,"Moma",21837
"84986","What Now a Historic Vacuum","Nick Mauss",2003,"Moma",21838
"84987","You Can't Leave Your Body Now","Nick Mauss",2003,"Moma",21839
"84988","Ausdruck","Nick Mauss",2004,"Moma",21840
"84989","Everything Comes and Goes, Marked by Lovers and Styles of Clothes","Nick Mauss",2004,"Moma",21841
"84990","Foam on the Daze","Nick Mauss",2004,"Moma",21842
"84991","Untitled","Nick Mauss",2004,"Moma",21843
"84992","Untitled","Nick Mauss",2004,"Moma",21844
"84993","Screen","Nick Mauss",2004,"Moma",21845
"84994","Vandal's Trellis","Nick Mauss",2004,"Moma",21846
"84995","Untitled","Carey Maxon",2003,"Moma",21847
"84996","Untitled","Carey Maxon",2003,"Moma",21848
"84997","Untitled","Keith Mayerson",2003,"Moma",21849
"84998","Untitled","Dan McCarthy",1992,"Moma",21850
"84999","Untitled","Dan McCarthy",1993,"Moma",21851
"85000","Untitled","Dan McCarthy",2000,"Moma",21852
"85001","Untitled","Dan McCarthy",1999,"Moma",21853
"85002","Penis Hat","Paul McCarthy",2001,"Moma",21854
"85003","Boy","Kim McCarty",2003,"Moma",21855
"85004","Girl","Kim McCarty",2003,"Moma",21856
"85005","Marlene Olive: 353 Hibiscus Way — Marin County, California — June 21, 1975., (Mural 2: Chuck, Jim, Marlene – December 21, 1974)","Marlene McCarty",2003,"Moma",21857
"85006","Dick","Suzanne McClelland",2000,"Moma",21858
"85007","Untitled #6","Barry McGee",2004,"Moma",21859
"85008","God Filled My Cup but I Still Felt So Empty","Keegan McHargue",2003,"Moma",21860
"85009","Negative Recovery","Keegan McHargue",2003,"Moma",21861
"85010","Armour","Keegan McHargue",2004,"Moma",21862
"85011","Self-Portrait Falling Over","Lucy McKenzie",2004,"Moma",21863
"85012","Tin Tin I","Lucy McKenzie",2004,"Moma",21864
"85013","Tin Tin II","Lucy McKenzie",2004,"Moma",21865
"85014","Nova Popularna","Paulina Olowska, Lucy McKenzie",2003,"Moma",21866
"85015","Snow Angel (Another Bigfoot Sighting)","Kelly McLane",2003,"Moma",21867
"85016","Untitled","John McLaughlin",1960,"Moma",21868
"85017","A Month of Drawings in the Cursive Style (no. 13)","Roy McMakin",2002,"Moma",21869
"85018","A Month of Drawings in the Cursive Style (no. 17)","Roy McMakin",2002,"Moma",21870
"85019","A Month of Drawings in the Cursive Style (no. 23)","Roy McMakin",2002,"Moma",21871
"85020","A Month of Drawings in the Cursive Style (no. 9)","Roy McMakin",2002,"Moma",21872
"85021","Cloak & Dagger","Jason Meadows",2003,"Moma",21873
"85022","I Am in Town Again, Sorry","Jonathan Meese",1995,"Moma",21874
"85023","Ihr Winselnden","Jonathan Meese",1995,"Moma",21875
"85024","Rittertoni-De Räuber","Jonathan Meese",1998,"Moma",21876
"85025","Untitled","Birgit Megerle",2003,"Moma",21877
"85026","Untitled","Birgit Megerle",2003,"Moma",21878
"85027","Untitled","Birgit Megerle",2003,"Moma",21879
"85028","Untitled","Birgit Megerle",2003,"Moma",21880
"85029","Untitled","Birgit Megerle",2003,"Moma",21881
"85030","Untitled","Birgit Megerle",2004,"Moma",21882
